"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
0,0,0.193489078934,0.2259954,0.4857473,0.22179672,0.009883304,0.1488167,8.671299,5.2230227,2.6774322,8.998942,0,0,0,0,0,0,0,0.23379903,430.9955931,0.6427759,0.5395238,1.3507852,0.697225,1.3324941,0.7405138,0.7548314,1.5360515,1145.4557168,1.5906333,0.16900934,0,0,0,0.002183656,0.003493194,102.7292,0,0,0,0,0,0,0,0,0.7417134,11.652638,5.58647,2501.066333,7663.951,76503.237,14830.777,1146.56228,9155.5462,33076.84,228220.81,4129.85012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62318.433,480005.9,238334.8,0,0,0,0,0,0,0,160590,1501.377,299804.74,1104210.7,797093.38,44211.76,36023.87,39557.47,12606.257,9567.925,2998.272,6410.333,2451.772,889.247,4562.1523,1677.8772,4559.13,2012.538,3220.7037,2340.3306,1126.7723,10455.178,10965.274,18014.021,2973.9399,2033.2732,4342.9848,3120.287,4820.87,4342.385,13789.547,35803.501,76133.61,36100.403,3774.754,15801.521,9256.239,32820.294,18276.076,90589.99,275668.27,112589.93,43879.954,4509.684,8269.349,2215.9531,3693.121,21262.475,20184.315,63253.566,3721.7419,79210.932,39759.51,27771.325,9405.55,18115.024,25324.222,1927.309,1753.6591,8879.463,5251.111,67712.566,260976.679,810217.11,171734.85,41126.39,42904.806,19689.545,5707.649,2929.472,9795.054,17454.528,169807.13,73959.9995,1258.3449,4550.54,2232.697,1176.0205,434.1076,395.676,2372.6058,2439.291,7477.345,4944.318,9750.06,4215.99,1325.2126,2501.9416,981.5367,6733.95454,6543.558,6788.9206,3976.803,3477.1366,3951.733,327.7148,18.573257,0,0
0,0,0.08546261,0.1129977,0.2372634,0.06562241,0,0.6267873,5.221446,1.6652209,2.409902,2.2666698,0,0,0,0,0,0,0,0.02160536,351.5381,0.4365487,0.1674706,0.6753926,0.3486125,0.6479482,0.31633,0.3747421,0.7761917,3516.906,0.6432065,0.2251561,0,0.03816925,0.1454931,0,0,1686.248,0,0,0,0,0,0,0,0,0.3261392,5.629894,3.286826,30967.852603,17702.22,24735.381,34835.83,17310.88,8748.663,7820.005,29223.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20610.12,7300.081,0,0,0,0,0,0,0,13078,0,64538.352,755649,259772.46,9843.415,8909.923,20856.02,10599.53,7141.024,1605.788,2576.833,1567.76,1441.767,1629.0814,699.8935,1708.763,922.1838,1845.3124,1546.8054,569.6165,6845.1307,5230.775,3672.6104,1009.247,1618.799,3023.362,1019.74,2358.656,3680.8,8156.389,33932.1,55548.57,18478.743,1254.808,1827.2828,839.2724,3362.099,3435.195,19415.98,553367.9,245206.3,38519.869,3969.001,6117.17,1913.864,919.3624,3133,7604.548,33603.524,219.2709,12497.1351,2433.738,2281.807,596.0725,3317.835,6053.625,986.1799,705.6345,5948.165,3959.892,60838.295,147188.4,98069.558,61474.51,5540.68,25012.32,14115.41,12568.9907,1163.015,22234.63,24622.09,75773.65,3005.5503,985.2545,2141.347,1011.876,446.4304,217.2038,197.838,10938.4875,16794.58,19115.97,2472.159,4875.03,2035.565,662.6063,1264.4967,135.2895,0,0,1383.1737,3323.547,8572.184,13882.746,91.14644,34.49102,0,0
0,0,0.14411243,0.2259954,0.4739095,0.06674491,1.589306,2.1736278,9.431499,2.087451969,5.099197,4.8686956,0.03639977,0,0,0,0,0,0,0,0.14952842,0.6626996,0.05613574345,1.0458557,0.4977709,1.0517798,0.26993138,0.6734654,1.5435482,0.7404867,0.9297447,0.5965639,0,0.005064217,0.03005311,0,0,0.021154714,0,0,0,1.040026,32.36217066,16.523196,3153.521377,0,3.236301,42.966348,587.149602,1958.916865,30757.173,22708.067,19221.06,34026.497,51716.423,24962.43,22588.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10397.18,417605.73,22042.38,0,0,0,0,0,0,0,0,141760.78,2523188,504576.61,49016.21,43702.18,133888.756,7879.188,60689.447,13828.752,1697.8563,1788.9225,1640.3072,2695.7702,1280.3418,2080.8297,1073.1335,4024.866,3744.4559,1131.8039,14143.7097,3662.4641,4025.3661,5003.239,5589.472,6152.5091,1938.9643,4708.301,3004.976,12466.796,60592.07,59162.92,14976.2906,4537.648,5117.6089,4777.6224,12400.7588,8562.243,40029.5,673479.53,334291.98,247979.59,54832.674,28297.285,4822.701,498.6935,6069.883,2312.0434,5086.7199,1258.082,2456.8218,1065.9928,815.1943,600.2707,3431.071,14265.676,6907.47,8688.929,49707.999,3635.2719,25208.756,21240.14,31249.843,16408.147,8942.079,42368.317,19986.843,25062.7851,1622.3553,20904.325,59108.89,95464.57,23249.377,712.8816,1409.8294,696.4715,968.976,681.8401,312.4503,26415.4178,42408.32,28878.02884,4180.819,9750.06,3331.619,1074.4964,818.805,7.139917,0,0,0,0,4404.96457,28786.25,0,1.794841,0,0
0,0,0.06499986,0.1129977,0.2196834,0.3391425,3.594649,1.434082,1.798984,0.6481853,3.804459,0.9510643,0.2472337,0,0,0,0,0,0,0,0,0.08062588,0,0.3986517,0.1092863,0.41838434,0.003447467,0.05399292,0.7325286,0.3987168,0.35967367,0.375938,0.01807766,0,0,0,0,0,0,0,0,3.87503,1228.53514,17.66736,10509.18758,0,8.911228,26.37302,15504.13,6119.4946,957.4477,20898.958,1913.863,2747.151,83851.38,8777.798,5141.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.77992,767843.1,61956.34,0,0,0,0,0,0,0,1184,1568577,2450694,88171.58,20491.08,18493.52,75456.22,3756.158,7356.018,125.3438,581.5112,393.5472,377.0921,427.4947,166.8468,1127.042,689.7697,1847.8275,1384.7895,581.5914,8785.987,1451.274,2658.496,2851.565,6341.691,1712.1926,868.4488,2322.938,1280.149,2589.534,7211.831,2581.679,3728.4256,10519.38,10775.167,5915.886,10972.286,5768.619,5704.404,28034.428,23551.48,135707.44,68050.08,47441.87,7172.268,7533.562,7474.578,1006.216,2624.506,1124.08,1745.3707,893.4532,1059.579,7269.032,6376.028,13309.083,8943.84,15959.28,47462.7,4537.809,9560.189,5894.612,5669.665,26813.38,27172.5,32663.93,7710.921,7469.4503,473.1879,269.1023,1835.847,34902.19,14667.004,501.7805,1007.3138,506.3385,860.7926,1361.036,197.4551,382.7767,8184.311,0,190.4984,4745.254,2270.093,141.8512,0,0,0,0,0,0,0,12414.763,298.808,0,0,0
0,0,0.12460346,0.2259954,0.31063415,2.1680354,7.959645,1.7990297,1.27148162,1.8181526,8.484173,1.1201558,0.04852655,0,0,0,0,0,0,0,0,0,0,0.58753787,0.07638102,1246.2052608,0.03548253,0,1.1545322,0.7974155,0.86102951,0.24932168,0.1130944,0,0,0,670.9999,0,0,0,0,1.279018,53.58441,33.96357,61.666151,24.458301,1.68101832,10.9192,18941.4609,7153.382,610.79932,64453.382,13490.686,14857.802,48983.735,118164.95,29979.4801,27340.76,1536.57076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564178.4,61661.773,0,0,0,0,0,0,0,0,105680.1,241883.22,154510.26,45878.1,46224.84,41653.569,7512.316,9417.9985,195.66014,611.2335,412.00566,447.05339,532.14175,196.97293,948.62392,1182.9736,2558.4777,2256.2984,3569.0699,21284.532,4536.833,14280.582,14453.592,12298.888,3022.9259,1430.6565,4533.2981,2594.706,5671.071,5782.363,1090.4553,47465.597,36404.65,9629.941,3854.53,7754.224,4107.139,4543.205,30903.788,63368.16,1003461.64,100277.09,303360.37,70020.66,20322.683,51120.72,33077.073,27138.237,8965.364,114150.628,67559.279,26213.317,35954.397,102381.99,240912.926,159949.341,49650.97,87077.71,14109.277,21061.116,14235.783,22099.675,32577.63,49379.72,70836.062,2906.124,6025.7761,2842.0459,4044.651,302.4486,3853.236,14951.356,3116.0715,6191.7904,2773.8037,17869.2781,3793.198,2247.232,784.1398,434.63291,0,0,6267.0295,1226.79863,0,0,0,0,0,0,0,0,14019.667,244.2603,0,0,0
0,0,0.06906348,0.1129977,0.12334803,2.102242,3.951354,0.13376841,0,0.6256784,1.143238,0.372909,0.07147467,0,0,0,0,0,0,0,0,0,0,0.29454301,0.1246919,128.0100454,0.2285795,0.02570742,0.31894262,0.3507055,0.5948426,0,0.19964036,0.0007786838,0,0,0,0,0,0,0,0,24.63586,10.25999,31.67347,18.013,4.923916,0,249.7403,2133.153,1026.277,24596.63,24149.99,11804.46,20620.369,1389.178,22397.666,7594.562,132.1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10957.78,0,0,0,0,0,0,0,0,0,0,22771.73,93968.08,18745.09,6785.191,7390.7,3756.158,5289.26,127.5408,167.13371,44.03954,44.06307,101.47308,59.87556,582.4739,523.9477,1047.8408,1056.4228,1417.449,6134.402,3608.69,14743.957,4513.457,3562.614,2559.1986,707.9516,2372.647,1297.353,2491.793,1139.004,4181.349,20739.09,12539.69,3912.969,1954.104,5372.721,2766.987,2498.303,43202.68,32890.58,58152.72,30836.16,241853.7,39682.41,22583.14,36239.16,24160.2,25072.09,13208.64,277791.34,352020.4,145847.1,23799.159,786443.3,117552.52,11710.74,8063.629,14281.1,10750.8,25147.779,31625.71,56612.99,23528.37,23435.07,25304.833,2294.987,5179.274,2657.349,4086.286,112.6095,1182.165,6110.695,2957.314,6753.594,3788.695,35429.6,51820.39,8583.332,107.662188,0.08638366,0,0,0,0,0,0,0,0,0,0,0,0,2871.385,0,0,0,0
0,0,0.06435975,0.1129977,0.103853,2.805595,3.146939,0.22599075,0,0.004103775,0,0.2246572,0,0,0,0,0,0,0,0,0,0,0,0.223647528,0.2550041,0.5129176,0.3461527,0.167605,0.04866525,0.2871132,0.29102898,0.07886825,0.18676968,0,2.123216,4.5743807,0.740436,0,0,0,0,0,21.17434,13.21715,31.50933,18.53243,10.37604,0,278.0287,3589.4772816,5793.396,40928.68,4919.322,10009.7,140609.41,22043.76,54582.95,1022.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62960.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.48088,79201.78,59258,0,0,0,0,0,0,0,0,0,308260.1,238831.65,21353.76,4866.153,4616.656,2725.35,3623.009,853.1728,817.1353,74.197,44.06307,88.70862,91.00928,892.4157,523.9477,1110.3689,1186.0472,672.3427,5639.509,5710.757,13589.451,3565.331,3562.614,2901.9231,997.0161,2551.312,1294.682,2555.425,655.8362,4365.609,9980.397,3568.456,3815.079,1966.456,20204.016,17661.92,2808.722,34337.01,22087.86,51494.84,17340.21,56366.49,26812.16,26061.68,90061.22,88519.73,24905.064,27642.74,143438.01,43862.12,15169.52,35843.8,85639.87,160571.03,40145.14,15700.74,12643.49,14093.39,136714.17,62151.21,59677.42,33091.3,32900.67,18389.793,5438.575,12123.8,4475.134,4158.246,157.4887,851.4248,4243.405,2135.467,4043.321,0,22728.47,20427.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831.1099,0,0,0,0
0,0,0.11847404,0.2259954,0.77412118,2.7130317,6.597215,1.2689456,0,0,0,0.43818421,0,0,0,0,0,0,0,0,0,0,0,477.16796,62.356145,1.124219,0.6305526,0.575642,0.029651865,0.103959387,0.052761001,0.01230714,0,0,1.033574,17.4659822,7.215564,15.4240471,4.23302,13.4497412,9.5629841,1.354194,29.201206,28.03859,65.51051,27.52502,4.442091,357.0431,2258.7,544.940944,9442.17,3314.6478,369.4674,17709.327,79236.035,45099.25,364151.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206.298,2823.375,0,0,0,0,0,0,0,0,0,436527.708,586840.3,317308.02,250103.64,48844.16,184284.9056,2087.8704,4834.3179,1950.2377,3845.7659,1320.7649,3016.1426,2572.10082,804.7473,2386.6294,1134.6586,2387.4655,2436.3038,1217.6432,6117.3471,5754.041,16825.416,7130.662,4877.45,3225.4557,1989.1179,5516.729,50610.959,211989.28,79374.06,26766.544,22544.9,9818.472,11398.939,3219.574,26388.539,27193.3,4992.364,72907.978,54066.53,175301.78,86831.71,60015.104,30592.354,28399.558,69711.878,41734.92,104290.55,55095.01,74851.47,12705.874,21274.323,34982.844,13178.479,288043.43,72184.37,23615.68,21875.673,12448.479,1388370.63,283938.21,167240.29,53509.83,48452.08,41884.656,29116.14,110981.746,57982.65,20077.073,4009.683,1415.9593,7851.232,6354.92,30060.9028,0,20286.739,1806.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858.7282,0,0,0,0
0,0,0.01631073,0.1066447,1.06613161,2.68049,3.261014,0.6092146,0,0,0,0.1802264,0,0,0,0,0,0,0,0,0,0,0,0,0.1539914,0.4553944,0.2079813,0.06138336,0.007036309,0,0,0,0,0,0,1.140552,5.758654,13.596854,6.976275,14.200145,13.765187,6.935675,16.051204,17.18595,39.32792,24.10631,0,780.7684,1218.279,68.04141,0,0,0,30.96795,78876.64,37492.86,35442.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.6693,75566.11,1613,0,0,0,0,0,0,0,0,171634.3,129850.6,177235.06,39803.83,70750.5,39584.881,1742.838,3490.741,1747.639,3455.186,1152.266,2087.2,2426.5944,608.8225,1218.1519,609.2032,1218.3428,1218.1519,608.8216,1264.4906,573.8669,6842.237,2813.317,951.1243,1416.4767,1034.966,5017.309,3832.869,13608.31,28757.39,19142.47,20622.228,10875.65,9381.257,1549.842,5359.796,4987.52,4658.517,9590.823,38634.53,711521.9,160810.5,7076.097,3521.811,3602.259,22367.475,17724.98,38415.95,14206.05,10941.55,5617.219,5674.51,9807.974,4253.705,11788.37,9501.78,11558.16,14878.272,4397.97,42132.7,49559.07,111781.08,26570.65,17501.75,20250.707,11123.94,28341.902,11567.84,13318.68,5469.233,5063.422,9223.433,4660.364,14563.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00044876659,0.2126469,1.5074198657,5.329854,8.817349,0.8682352,0,0,0,0.3110604,0,0,0,0,0,0,0,0,0,0,0,0,0.08514064,1.0203368,0.33396711,0,0,0,0,0,0,0,0,0,0.8696338,18.3051229,13.403559,28.153038,28.53559,14.701086,55.053376,43.38869,82.97169,48.21262,0,1.679255,542.4003,116.17196,0,0,208.8837,0,71124.737,18885.401,4764.7265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118.212,48309.989,3749,0,0,0,0,0,0,0,108524.31,40739.936,195594.84,63994.83,700727.06,48349.626,21466.881,21374.46,2757.087,5917.283,1448.4678,2524.407,8714.664,1795.7219,3126.4342,1503.1884,2833.7633,2684.0697,1218.0516,3977.2665,4623.4049,20740.801,4698.348,2252.3969,6584.3523,5971.328,12137.641,4644.241,17673.969,39977.03,62957.06,141397.27,41312.766,25778.341,5746.519,13677.416,9975.04,9951.728,19830.498,9877.254,315246.788,7293.956,14152.194,7043.622,6626.397,30945.998,18303.854,12724.0211,9346.361,18756.228,10164.689,10295.575,19333.492,7571.376,18872.74,17462.294,26940.55,16680.651,15177.667,108771.12,73718.85,113765.35,55924.58,62238.96,78246.49,20048.182,66552.48,17994.629,42877.582,67760.691,188825.79,19005.391,6012.061,8696.2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.07111903,0.2573961,1.913247,4.391743,0.3338585,0,0,0,0.3208666,0,0,0,0,0,0,0,0,0,0,0,0,0.0006364292,0.3439408,0,0,0,0,0,0,0,0,0,0,0,1.933348,4.288884,1000.9994,117.185292,7.350543,30.133094,23.2972,46.69295,24.10631,0,0,1075.151,17.61084,0,1633.397,11130.68,0,12359.4556,5277.539,1.324016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64740.69,107.3207,240211.38,0,0,0,0,93223.04,284.5159,151323.2,84625.3,28449.14,16237.35,13448.03,26704.47,14020.55,7677.539,1056.951,1900.5721,550.5755,1536.904,4082.703,943.1822,1918.1063,1268.426,2704.906,2505.807,650.2513,2742.356,4416.426,11783.933,1976.025,2296.634,4995.2,2768.016,5075.715,2475.035,12013.455,21962.58,44166.66,102350.96,68224.3,18789.859,5474.101,4781.082,4004.925,4286.453,8840.99,3700.798,8835.027,3932.221,7076.097,1867.032,246.0692,169.05398,249.2831,767.4458,3124.508,9076.995,6525.078,6521.805,9622.571,15577,19887.238,6261.804,7671.371,12764.691,12401.33,101234.64,47919.36,80160.75,55524.63,42006.6,54116.73,18569.19,38339.23,11206.18,26863.22,24563.76,105299.8,1011.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.02575365,2.0654195,2.690471,4.121416,0.6628656,0,0,0,0.1868725,0.004090656,0,0,0,0,0,0,0,0,0,0,0,0,0.0516888171,0,0,0,0,0,0,0,0,0,0,0,0.01766694,0.6647899,4.31096,9.276614,7.350543,26.97712,23.2304,47.21882,24.10631,0,0,216.649,0,0,469.0374,0,183.1705,22138.876,2537.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.7772,165378.83,56223.07,219594.01,38809.08,90865.6,22407.807,0,562385.4,445997.1,20581.703,2289.717,379.4198,9662.242,6126.99,4629.428,1056.951,2972.583,550.5755,1938.724,4325.316,938.3073,2463.5551,1598.81,2504.2088,1694.3864,772.4366,13014.2465,15772.71,15452.805,2111.022,2422.795,4840.075,2390.242,3566.851,1597.339,1400.8929,439.1258,965.6661,34857.963,42388.55,12819.227,11753.77,4821.386,2420.986,2415.325,4812.949,2397.253,7832.501,4134.736,7076.097,453.0445,51.3027,169.05398,117.6859,2264.1697,471.6992,4891.974,5253.37,6540.674,10768.408,22021.52,48177.86,4557.281,4535.736,14524.944,12401.33,84928.92,42144.88,118575.55,93059.34,53282.52,87071.66,24153.96,39777,23449.59,17554.751,10170.77,12929.86,56.64473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.067222,18.68941,1.659687,0,0,0,0,0,0,0
0,0,0,0,10.538626,1.5929111,8.767891,0.3009243,0,0,0,0.22054394,0.04204163,0.004687823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140921531,5.8406058,599.343779,50.622214,607.98399,8705.5329,47.2542,0,0,1320.4033,0,0,0,126.88482,5344.163,114253.9,791.6117,0,1.548877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186164.49,86600.38,0,0,0,57815.6886,582.0583,448.80735,241.95969,819.4174,13299.702,3546.804,3959.8768,2589.193,8783.778,11128.264,132053.25,76858.612,2969.349,9895.4778,3401.025,6482.68,10322.027,13977.327,1070866.2,145445.4,42867.122,3922.051,3214.877,7041.164,3411.424,3913.8101,2085.6202,4542.7254,2643.6423,2886.0224,33193.0032,21357.5,34740.331,33178.84,12133.219,4814.994,4768.14,9782.281,4794.506,16749.453,8844.494,13028.946,78.59112,68.15489,330.35872,620.92859,23865.628,798.713,15692.787,13953.083,13630.626,55992.949,141041.55,112691.19,12763.567,14046.589,33205.942,31080.05,330238.47,428686.2,390558.17,1073648.5,207324.09,212687.65,63200.27,61724.351,59113.96,54020.586,33551.05,27373.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.88646,162.33621,75.51226,0,0,0,0,0,0,0
0,0,0,0,4.306178,0.7318336,2.332542,0,0,0,0,0,0.3187126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79266,248.06219,23.2972,49.12204,24.10629,0,110.5651,147.6674,0,0,0,0,0,13292.618,0,0.1449582,3.306164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214899.3,0,0,0,0,0,15.23698,1956.404,5670.696,988.5316,1975.1012,883.1188,2750.7433,2051.034,1443.36,2824.9965,953.3284,4402.02,2791.04,3601.356,2992.202,1125.62,150658.707,97350.27,16148.272,1955.668,1617.699,2676.002,1299.548,1565.5065,781.3444,2537.122,1643.718,2097.084,9135.923,5275.126,6851.6211,2089.25,5223.23,4081.208,3277.703,13657.643,2292.241,8438.602,4678.542,5748.979,31.00359,30.9051,547.94585,745.1482,14714.721,3401.773,9553.892,7089.289,7060.507,35382.27,23534.9,13454.263,28391.03,32214.11,59046.76,15259.88,73392.3,121203.5,42830.25,17538.4,76229.34,108369.72,30888.53,34243.78,24171.32,37704.07,10588.99,11378.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.34557,142.7031,92.59878,0,0,0,0,0,0,0
0,0,0,0.8446351,8.0992881,1.1261084,1.27173333,0,0,0,0,0,0.5964093,0.2547326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.1000612,53.223273,47.54016,105.89081,48.289,0,1401.50832,0.09969554,0,13922.84,12535.1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52598.68,0,0,0,0,0,0,717.2486,38860.896,37787.487,5072.1782,1633.1093,3330.827,1482.9497,1483.5328,2969.438,1511.3048,5286.385,3554.042,8896.373,8413.45,3283.576,32237.881,65851.1,33049.139,3981.8,3595.249,6069.78,1702.1565,3136.9392,1562.6888,6839.668,4506.629,5942.916,17807.997,6769.994,11047.778,3780.696,7244.0124,12176.291,29250.44,28237.418,2476.892,4933.774,7426.075,15399.809,1540.3575,1281.0362,3366.4393,1822.1334,9183.051,4510.008,13345.943,14360.777,29285.48,131955.23,44216.11,760419.53,77026.1,74027.22,126605.25,33859.08,100107.65,102230.92,142896.42,54466.93,89357.02,6667568.4,116017.31,68072.808,26726.519,135840.75,55067.9,24157.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.64811,726.6504,258.2909241,0,0,0,0,0,0,0
0,0,0,0.8958271,4.518208,0.007308023,0.0009750273,0,0,0,0,0,0.8274643,1.341604,0.08544349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006753512,284.19591,25.07302,52.86344,24.12577,0,395.7564,0,5095.5920005,9549.51,1954.6075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.006,166485.6,154048.965,9107.126,19654.315,6913.591,2806.382,5554.368,8653.968,2973.437,1388.318,3681.935,5127.315,2196.424,10652.555,25014.05,13591.248,1329.811,878.4233,1850.1964,1224.547,1916.5201,927.274,2951.76,2543.873,2973.554,4048.224,1496.894,3728.225,3313.851,6494.956,1197.681,22248.65,41871.277,8801.885,7491.487,3222.028,9456.03,2969.334,1140.673,1883.6489,911.0667,2496.382,1800.996,6190.876,6031.344,35528.32,142852.34,39202.74,48834.37,17823.69,11607.41,26689.58,23630.54,95544.62,46563.39,75973.49,18752.14,29199.43,6189628.27,245072.7,22785.438,5442.444,41760.268,29020.51,80.70367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.8676,310.9284,13.90202,0,0,0,0,0,0,0
0,0,0,1.8087289,9.869024,0,0.01269395,0,0,0,0,0,0.5883179,0.1322835,4.69402794,0.0424488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.990558,671.1556,107.26303,51.69971,1309.7468,3857.447,1220.4506,13567.7005,20339.1164,3516.38548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79613.2,80515.293,24955.29,5635.7793,4571.6919,15748.063,48204.827,11186.157,5552.116,2776.636,5685.756,7104.87,6255.668,32975.838,30058.789,19975.2747,5281.3155,7073.535,8839.566,2574.876,5938.626,2393.595,4881.93,4614.959,6573.114,24718.229,2697.1943,5779.307,4067.683,39533.301,62955.37,26236.96,46478.504,15822.143,21309.938,25290.27,87581.76,1994.8597,1498.6155,7318.168,4819.726,54882.849,51076.773,37388.179,27333.1,2073790.6,274888.155,42310.64,61793.4,18702.283,18811.757,107803.57,55482.39,86532,45014.29,70368.58,41016.19,56757.82,321330.0723,160512.21,52915.069,20936.312,406527.543,236484.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.25322,75.66054,0,0,0,0,0,0,0,0
